Note: The temperature values on this sheet are 1,000-yr averages. ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Age;Summer Temp;1sigma+;1sigma-;2sigma+;2sigma-;;Age;ORBIT;;Age;MEBM;;Age;GLAC1D;;Age;ICE-6G;
(ka);(C);(C);(C);(C);(C);;(ka);(C);;(ka);(C);;(ka);(C);;(ka);(C);
9,163;-0,95;-0,54;-1,31;-0,13;-1,67;;;;;;;;;;;;;
9,164;-0,95;-0,54;-1,31;-0,13;-1,67;;;;;;;;;;;;;
9,165;-0,95;-0,54;-1,31;-0,13;-1,67;;;;;;;;;;;;;
9,166;-0,96;-0,54;-1,31;-0,13;-1,67;;;;;;;;;;;;;
9,167;-0,96;-0,54;-1,31;-0,13;-1,67;;;;;;;;;;;;;
9,168;-0,96;-0,54;-1,31;-0,13;-1,67;;;;;;;;;;;;;
9,169;-0,96;-0,54;-1,31;-0,13;-1,67;;;;;;;;;;;;;
9,170;-0,96;-0,54;-1,31;-0,13;-1,67;;;;;;;;;;;;;
9,171;-0,96;-0,54;-1,31;-0,13;-1,67;;;;;;;;;;;;;
9,172;-0,96;-0,54;-1,31;-0,13;-1,67;;;;;;;;;;;;;
9,173;-0,95;-0,54;-1,31;-0,13;-1,67;;;;;;;;;;;;;
9,174;-0,95;-0,54;-1,31;-0,13;-1,67;;;;;;;;;;;;;
9,175;-0,95;-0,54;-1,31;-0,12;-1,66;;;;;;;;;;;;;
9,176;-0,95;-0,54;-1,31;-0,12;-1,66;;;;;;;;;;;;;
9,177;-0,95;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,178;-0,95;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,179;-0,95;-0,54;-1,31;-0,12;-1,66;;;;;;;;;;;;;
9,180;-0,95;-0,54;-1,31;-0,12;-1,66;;;;;;;;;;;;;
9,181;-0,95;-0,53;-1,31;-0,12;-1,66;;;;;;;;;;;;;
9,182;-0,95;-0,54;-1,31;-0,12;-1,66;;;;;;;;;;;;;
9,183;-0,95;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,184;-0,94;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,185;-0,95;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,186;-0,95;-0,54;-1,31;-0,12;-1,66;;;;;;;;;;;;;
9,187;-0,95;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,188;-0,95;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,189;-0,95;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,190;-0,95;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,191;-0,94;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,192;-0,94;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,193;-0,95;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,194;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,195;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,196;-0,95;-0,54;-1,31;-0,12;-1,66;;;;;;;;;;;;;
9,197;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,198;-0,95;-0,54;-1,31;-0,12;-1,66;;;;;;;;;;;;;
9,199;-0,95;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,200;-0,94;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,201;-0,94;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,202;-0,94;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,203;-0,94;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,204;-0,94;-0,53;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,205;-0,94;-0,53;-1,30;-0,11;-1,65;;;;;;;;;;;;;
9,206;-0,94;-0,53;-1,30;-0,11;-1,65;;;;;;;;;;;;;
9,207;-0,94;-0,52;-1,30;-0,11;-1,65;;;;;;;;;;;;;
9,208;-0,94;-0,52;-1,30;-0,11;-1,65;;;;;;;;;;;;;
9,209;-0,94;-0,53;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,210;-0,94;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,211;-0,94;-0,53;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,212;-0,94;-0,53;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,213;-0,94;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,214;-0,95;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,215;-0,95;-0,53;-1,30;-0,12;-1,66;;;;;;;;;;;;;
9,216;-0,95;-0,53;-1,31;-0,12;-1,66;;;;;;;;;;;;;
9,217;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,218;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,219;-0,96;-0,54;-1,32;-0,13;-1,67;;;;;;;;;;;;;
9,220;-0,96;-0,55;-1,32;-0,14;-1,68;;;;;;;;;;;;;
9,221;-0,96;-0,55;-1,32;-0,14;-1,68;;;;;;;;;;;;;
9,222;-0,97;-0,55;-1,33;-0,14;-1,68;;;;;;;;;;;;;
9,223;-0,97;-0,56;-1,33;-0,15;-1,69;;;;;;;;;;;;;
9,224;-0,97;-0,56;-1,33;-0,15;-1,69;;;;;;;;;;;;;
9,225;-0,97;-0,56;-1,33;-0,15;-1,69;;;;;;;;;;;;;
9,226;-0,98;-0,56;-1,33;-0,15;-1,69;;;;;;;;;;;;;
9,227;-0,98;-0,57;-1,34;-0,15;-1,70;;;;;;;;;;;;;
9,228;-0,98;-0,57;-1,34;-0,16;-1,70;;;;;;;;;;;;;
9,229;-0,98;-0,57;-1,34;-0,16;-1,70;;;;;;;;;;;;;
9,230;-0,98;-0,57;-1,34;-0,16;-1,70;;;;;;;;;;;;;
9,231;-0,98;-0,57;-1,34;-0,16;-1,70;;;;;;;;;;;;;
9,232;-0,98;-0,57;-1,34;-0,15;-1,70;;;;;;;;;;;;;
9,233;-0,98;-0,56;-1,34;-0,15;-1,69;;;;;;;;;;;;;
9,234;-0,97;-0,56;-1,33;-0,15;-1,69;;;;;;;;;;;;;
9,235;-0,97;-0,56;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,236;-0,97;-0,56;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,237;-0,97;-0,56;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,238;-0,97;-0,56;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,239;-0,97;-0,56;-1,33;-0,15;-1,69;;;;;;;;;;;;;
9,240;-0,97;-0,56;-1,33;-0,15;-1,69;;;;;;;;;;;;;
9,241;-0,97;-0,56;-1,33;-0,15;-1,69;;;;;;;;;;;;;
9,242;-0,97;-0,56;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,243;-0,97;-0,56;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,244;-0,97;-0,55;-1,33;-0,14;-1,68;;;;;;;;;;;;;
9,245;-0,97;-0,55;-1,33;-0,14;-1,68;;;;;;;;;;;;;
9,246;-0,96;-0,55;-1,32;-0,14;-1,68;;;;;;;;;;;;;
9,247;-0,96;-0,55;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,248;-0,96;-0,54;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,249;-0,96;-0,54;-1,32;-0,13;-1,67;;;;;;;;;;;;;
9,250;-0,96;-0,54;-1,31;-0,13;-1,67;;;;;;;;;;;;;
9,251;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,252;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,253;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,254;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,255;-0,95;-0,54;-1,31;-0,13;-1,67;;;;;;;;;;;;;
9,256;-0,95;-0,54;-1,31;-0,13;-1,67;;;;;;;;;;;;;
9,257;-0,96;-0,54;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,258;-0,96;-0,55;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,259;-0,96;-0,55;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,260;-0,96;-0,55;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,261;-0,96;-0,55;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,262;-0,96;-0,55;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,263;-0,96;-0,55;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,264;-0,96;-0,55;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,265;-0,96;-0,55;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,266;-0,96;-0,55;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,267;-0,96;-0,54;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,268;-0,96;-0,54;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,269;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,270;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,271;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,272;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,273;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,274;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,275;-0,96;-0,54;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,276;-0,96;-0,54;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,277;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,278;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,279;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,280;-0,95;-0,53;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,281;-0,95;-0,53;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,282;-0,95;-0,54;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,283;-0,95;-0,53;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,284;-0,95;-0,53;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,285;-0,94;-0,53;-1,30;-0,11;-1,67;;;;;;;;;;;;;
9,286;-0,94;-0,53;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,287;-0,94;-0,53;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,288;-0,94;-0,53;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,289;-0,94;-0,53;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,290;-0,94;-0,53;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,291;-0,94;-0,53;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,292;-0,94;-0,53;-1,31;-0,11;-1,67;;;;;;;;;;;;;
9,293;-0,94;-0,53;-1,30;-0,11;-1,67;;;;;;;;;;;;;
9,294;-0,94;-0,53;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,295;-0,94;-0,53;-1,30;-0,11;-1,67;;;;;;;;;;;;;
9,296;-0,95;-0,53;-1,31;-0,11;-1,67;;;;;;;;;;;;;
9,297;-0,94;-0,53;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,298;-0,94;-0,53;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,299;-0,94;-0,53;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,300;-0,94;-0,52;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,301;-0,94;-0,52;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,302;-0,94;-0,52;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,303;-0,94;-0,53;-1,30;-0,11;-1,66;;;;;;;;;;;;;
9,304;-0,95;-0,53;-1,31;-0,11;-1,67;;;;;;;;;;;;;
9,305;-0,95;-0,53;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,306;-0,95;-0,53;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,307;-0,95;-0,53;-1,31;-0,12;-1,67;;;;;;;;;;;;;
9,308;-0,96;-0,54;-1,32;-0,12;-1,68;;;;;;;;;;;;;
9,309;-0,96;-0,54;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,310;-0,96;-0,55;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,311;-0,96;-0,55;-1,32;-0,13;-1,68;;;;;;;;;;;;;
9,312;-0,97;-0,55;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,313;-0,97;-0,55;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,314;-0,97;-0,55;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,315;-0,97;-0,55;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,316;-0,97;-0,55;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,317;-0,97;-0,56;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,318;-0,97;-0,56;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,319;-0,97;-0,56;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,320;-0,97;-0,56;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,321;-0,97;-0,56;-1,34;-0,14;-1,70;;;;;;;;;;;;;
9,322;-0,98;-0,56;-1,34;-0,14;-1,70;;;;;;;;;;;;;
9,323;-0,98;-0,56;-1,34;-0,14;-1,70;;;;;;;;;;;;;
9,324;-0,98;-0,56;-1,34;-0,14;-1,70;;;;;;;;;;;;;
9,325;-0,98;-0,56;-1,34;-0,14;-1,70;;;;;;;;;;;;;
9,326;-0,98;-0,56;-1,34;-0,14;-1,70;;;;;;;;;;;;;
9,327;-0,97;-0,56;-1,34;-0,14;-1,70;;;;;;;;;;;;;
9,328;-0,97;-0,56;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,329;-0,97;-0,56;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,330;-0,97;-0,56;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,331;-0,97;-0,55;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,332;-0,97;-0,55;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,333;-0,97;-0,56;-1,34;-0,14;-1,70;;;;;;;;;;;;;
9,334;-0,97;-0,56;-1,34;-0,14;-1,70;;;;;;;;;;;;;
9,335;-0,97;-0,55;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,336;-0,97;-0,55;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,337;-0,97;-0,55;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,338;-0,97;-0,55;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,339;-0,97;-0,55;-1,33;-0,14;-1,69;;;;;;;;;;;;;
9,340;-0,97;-0,55;-1,33;-0,13;-1,69;;;;;;;;;;;;;
9,341;-0,97;-0,55;-1,33;-0,13;-1,69;;;;;;;;;;;;;
9,342;-0,97;-0,55;-1,33;-0,13;-1,69;;;;;;;;;;;;;
9,343;-0,97;-0,55;-1,33;-0,13;-1,69;;;;;;;;;;;;;
9,344;-0,97;-0,55;-1,33;-0,13;-1,69;;;;;;;;;;;;;
9,345;-0,97;-0,55;-1,33;-0,13;-1,69;;;;;;;;;;;;;
9,346;-0,97;-0,55;-1,33;-0,13;-1,69;;;;;;;;;;;;;
9,347;-0,97;-0,55;-1,33;-0,13;-1,69;;;;;;;;;;;;;
9,348;-0,96;-0,55;-1,33;-0,13;-1,69;;;;;;;;;;;;;
9,349;-0,96;-0,54;-1,32;-0,13;-1,69;;;;;;;;;;;;;
9,350;-0,96;-0,54;-1,32;-0,13;-1,69;;;;;;;;;;;;;
9,351;-0,96;-0,54;-1,32;-0,12;-1,68;;;;;;;;;;;;;
9,352;-0,96;-0,54;-1,32;-0,13;-1,69;;;;;;;;;;;;;
9,353;-0,96;-0,54;-1,32;-0,12;-1,68;;;;;;;;;;;;;
9,354;-0,96;-0,54;-1,32;-0,12;-1,68;;;;;;;;;;;;;
9,355;-0,96;-0,54;-1,32;-0,12;-1,68;;;;;;;;;;;;;
9,356;-0,95;-0,54;-1,32;-0,12;-1,68;;;;;;;;;;;;;
9,357;-0,96;-0,54;-1,32;-0,12;-1,68;;;;;;;;;;;;;
9,358;-0,96;-0,54;-1,32;-0,12;-1,68;;;;;;;;;;;;;
9,359;-0,96;-0,54;-1,32;-0,12;-1,69;;;;;;;;;;;;;
9,360;-0,96;-0,55;-1,33;-0,13;-1,69;;;;;;;;;;;;;
9,361;-0,97;-0,55;-1,33;-0,13;-1,69;;;;;;;;;;;;;
9,362;-0,97;-0,55;-1,33;-0,13;-1,69;;;;;;;;;;;;;
9,363;-0,97;-0,55;-1,33;-0,13;-1,69;;;;;;;;;;;;;
9,364;-0,97;-0,55;-1,33;-0,13;-1,69;;;;;;;;;;;;;
9,365;-0,97;-0,55;-1,33;-0,13;-1,69;;;;;;;;;;;;;
9,366;-0,97;-0,55;-1,33;-0,13;-1,69;;;;;;;;;;;;;
9,367;-0,97;-0,55;-1,33;-0,14;-1,70;;;;;;;;;;;;;
9,368;-0,97;-0,56;-1,34;-0,14;-1,70;;;;;;;;;;;;;
9,369;-0,97;-0,55;-1,34;-0,14;-1,70;;;;;;;;;;;;;
9,370;-0,97;-0,55;-1,34;-0,14;-1,70;;;;;;;;;;;;;
9,371;-0,98;-0,56;-1,34;-0,14;-1,70;;;;;;;;;;;;;
9,372;-0,98;-0,56;-1,34;-0,14;-1,70;;;;;;;;;;;;;
9,373;-0,98;-0,56;-1,34;-0,14;-1,70;;;;;;;;;;;;;
9,374;-0,98;-0,56;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,375;-0,98;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,376;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,377;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,378;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,379;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,380;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,381;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,382;-0,98;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,383;-0,98;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,384;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,385;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,386;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,387;-0,99;-0,57;-1,35;-0,15;-1,72;;;;;;;;;;;;;
9,388;-0,99;-0,57;-1,35;-0,15;-1,72;;;;;;;;;;;;;
9,389;-0,99;-0,57;-1,35;-0,15;-1,72;;;;;;;;;;;;;
9,390;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,391;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,392;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,393;-0,98;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,394;-0,98;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,395;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,396;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,397;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,398;-0,99;-0,57;-1,35;-0,15;-1,72;;;;;;;;;;;;;
9,399;-0,99;-0,57;-1,35;-0,15;-1,72;;;;;;;;;;;;;
9,400;-0,99;-0,57;-1,35;-0,15;-1,72;;;;;;;;;;;;;
9,401;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,402;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,403;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,404;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,405;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,406;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,407;-0,98;-0,56;-1,34;-0,14;-1,71;;;;;;;;;;;;;
9,408;-0,98;-0,56;-1,34;-0,14;-1,71;;;;;;;;;;;;;
9,409;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,410;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,411;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,412;-0,98;-0,56;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,413;-0,98;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,414;-0,99;-0,57;-1,35;-0,15;-1,72;;;;;;;;;;;;;
9,415;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,416;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,417;-0,98;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,418;-0,98;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,419;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,420;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,421;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,422;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,423;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,424;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,425;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,426;-0,99;-0,57;-1,35;-0,15;-1,71;;;;;;;;;;;;;
9,427;-0,99;-0,57;-1,35;-0,15;-1,72;;;;;;;;;;;;;
9,428;-0,99;-0,57;-1,35;-0,15;-1,72;;;;;;;;;;;;;
9,429;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,430;-0,98;-0,56;-1,34;-0,14;-1,71;;;;;;;;;;;;;
9,431;-0,98;-0,56;-1,34;-0,14;-1,71;;;;;;;;;;;;;
9,432;-0,98;-0,56;-1,34;-0,14;-1,71;;;;;;;;;;;;;
9,433;-0,98;-0,56;-1,34;-0,14;-1,71;;;;;;;;;;;;;
9,434;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,435;-0,98;-0,56;-1,34;-0,14;-1,71;;;;;;;;;;;;;
9,436;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,437;-0,98;-0,56;-1,34;-0,14;-1,71;;;;;;;;;;;;;
9,438;-0,98;-0,56;-1,34;-0,14;-1,71;;;;;;;;;;;;;
9,439;-0,98;-0,56;-1,34;-0,14;-1,71;;;;;;;;;;;;;
9,440;-0,98;-0,56;-1,34;-0,14;-1,71;;;;;;;;;;;;;
9,441;-0,97;-0,55;-1,34;-0,13;-1,70;;;;;;;;;;;;;
9,442;-0,97;-0,55;-1,33;-0,13;-1,70;;;;;;;;;;;;;
9,443;-0,97;-0,55;-1,34;-0,13;-1,70;;;;;;;;;;;;;
9,444;-0,97;-0,55;-1,34;-0,13;-1,70;;;;;;;;;;;;;
9,445;-0,97;-0,55;-1,34;-0,13;-1,70;;;;;;;;;;;;;
9,446;-0,97;-0,55;-1,34;-0,13;-1,70;;;;;;;;;;;;;
9,447;-0,97;-0,55;-1,34;-0,13;-1,70;;;;;;;;;;;;;
9,448;-0,97;-0,55;-1,34;-0,13;-1,70;;;;;;;;;;;;;
9,449;-0,97;-0,55;-1,34;-0,13;-1,70;;;;;;;;;;;;;
9,450;-0,97;-0,55;-1,33;-0,13;-1,70;;;;;;;;;;;;;
9,451;-0,97;-0,55;-1,33;-0,13;-1,70;;;;;;;;;;;;;
9,452;-0,97;-0,55;-1,33;-0,13;-1,70;;;;;;;;;;;;;
9,453;-0,97;-0,55;-1,33;-0,13;-1,70;;;;;;;;;;;;;
9,454;-0,97;-0,55;-1,34;-0,13;-1,70;;;;;;;;;;;;;
9,455;-0,97;-0,55;-1,34;-0,13;-1,70;;;;;;;;;;;;;
9,456;-0,97;-0,55;-1,34;-0,13;-1,70;;;;;;;;;;;;;
9,457;-0,97;-0,55;-1,33;-0,13;-1,70;;;;;;;;;;;;;
9,458;-0,97;-0,55;-1,33;-0,13;-1,70;;;;;;;;;;;;;
9,459;-0,97;-0,55;-1,33;-0,13;-1,70;;;;;;;;;;;;;
9,460;-0,97;-0,55;-1,34;-0,13;-1,70;;;;;;;;;;;;;
9,461;-0,97;-0,55;-1,34;-0,13;-1,70;;;;;;;;;;;;;
9,462;-0,97;-0,55;-1,34;-0,13;-1,70;;;;;;;;;;;;;
9,463;-0,98;-0,55;-1,34;-0,13;-1,71;;;;;;;;;;;;;
9,464;-0,97;-0,55;-1,34;-0,13;-1,70;;;;;;;;;;;;;
9,465;-0,98;-0,56;-1,34;-0,13;-1,71;;;;;;;;;;;;;
9,466;-0,98;-0,56;-1,34;-0,14;-1,71;;;;;;;;;;;;;
9,467;-0,98;-0,56;-1,34;-0,14;-1,71;;;;;;;;;;;;;
9,468;-0,98;-0,56;-1,34;-0,14;-1,71;;;;;;;;;;;;;
9,469;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,470;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,471;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,472;-0,98;-0,56;-1,34;-0,14;-1,71;;;;;;;;;;;;;
9,473;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,474;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,475;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,476;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,477;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,478;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,479;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,480;-0,98;-0,56;-1,35;-0,14;-1,71;;;;;;;;;;;;;
9,481;-0,98;-0,56;-1,34;-0,13;-1,71;;;;;;;;;;;;;
9,482;-0,98;-0,56;-1,34;-0,13;-1,71;;;;;;;;;;;;;
9,483;-0,98;-0,55;-1,34;-0,13;-1,71;;;;;;;;;;;;;
9,484;-0,98;-0,55;-1,34;-0,13;-1,71;;;;;;;;;;;;;
9,485;-0,98;-0,55;-1,34;-0,13;-1,71;;;;;;;;;;;;;
9,486;-0,98;-0,55;-1,34;-0,13;-1,71;;;;;;;;;;;;;
9,487;-0,98;-0,55;-1,34;-0,13;-1,71;;;;;;;;;;;;;
9,488;-0,98;-0,55;-1,34;-0,13;-1,71;;;;;;;;;;;;;
9,489;-0,98;-0,55;-1,34;-0,13;-1,71;;;;;;;;;;;;;
9,490;-0,98;-0,56;-1,34;-0,13;-1,71;;;;;;;;;;;;;
