Note: The temperature values on this sheet are 1,000-yr averages. ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Age;Summer Temp;1sigma+;1sigma-;2sigma+;2sigma-;;Age;ORBIT;;Age;MEBM;;Age;GLAC1D;;Age;ICE-6G;
(ka);(C);(C);(C);(C);(C);;(ka);(C);;(ka);(C);;(ka);(C);;(ka);(C);
3,428;0,42;0,77;0,14;1,12;-0,14;;;;;;;;;;;;;
3,429;0,42;0,77;0,14;1,12;-0,14;;;;;;;;;;;;;
3,430;0,42;0,77;0,14;1,12;-0,15;;;;;;;;;;;;;
3,431;0,42;0,77;0,13;1,11;-0,15;;;;;;;;;;;;;
3,432;0,42;0,77;0,14;1,12;-0,14;;;;;;;;;;;;;
3,433;0,42;0,77;0,14;1,12;-0,14;;;;;;;;;;;;;
3,434;0,42;0,77;0,14;1,12;-0,14;;;;;;;;;;;;;
3,435;0,42;0,77;0,14;1,12;-0,14;;;;;;;;;;;;;
3,436;0,42;0,76;0,14;1,11;-0,14;;;;;;;;;;;;;
3,437;0,42;0,76;0,14;1,11;-0,14;;;;;;;;;;;;;
3,438;0,41;0,76;0,14;1,11;-0,14;;;;;;;;;;;;;
3,439;0,41;0,76;0,13;1,10;-0,15;;;;;;;;;;;;;
3,440;0,41;0,76;0,13;1,11;-0,14;;;;;;;;;;;;;
3,441;0,42;0,76;0,14;1,11;-0,14;;;;;;;;;;;;;
3,442;0,42;0,76;0,14;1,11;-0,14;;;;;;;;;;;;;
3,443;0,41;0,76;0,14;1,10;-0,14;;;;;;;;;;;;;
3,444;0,42;0,76;0,14;1,11;-0,14;;;;;;;;;;;;;
3,445;0,42;0,76;0,14;1,11;-0,14;;;;;;;;;;;;;
3,446;0,42;0,76;0,14;1,11;-0,14;;;;;;;;;;;;;
3,447;0,42;0,76;0,14;1,11;-0,14;;;;;;;;;;;;;
3,448;0,42;0,76;0,14;1,10;-0,14;;;;;;;;;;;;;
3,449;0,42;0,76;0,14;1,11;-0,14;;;;;;;;;;;;;
3,450;0,42;0,76;0,14;1,11;-0,14;;;;;;;;;;;;;
3,451;0,42;0,77;0,14;1,11;-0,14;;;;;;;;;;;;;
3,452;0,43;0,77;0,15;1,12;-0,13;;;;;;;;;;;;;
3,453;0,43;0,77;0,15;1,12;-0,13;;;;;;;;;;;;;
3,454;0,43;0,77;0,15;1,12;-0,13;;;;;;;;;;;;;
3,455;0,43;0,77;0,15;1,12;-0,13;;;;;;;;;;;;;
3,456;0,43;0,77;0,15;1,12;-0,13;;;;;;;;;;;;;
3,457;0,43;0,78;0,15;1,12;-0,13;;;;;;;;;;;;;
3,458;0,44;0,79;0,16;1,13;-0,12;;;;;;;;;;;;;
3,459;0,44;0,79;0,16;1,13;-0,12;;;;;;;;;;;;;
3,460;0,44;0,79;0,16;1,13;-0,12;;;;;;;;;;;;;
3,461;0,44;0,79;0,16;1,13;-0,12;;;;;;;;;;;;;
3,462;0,45;0,79;0,17;1,14;-0,11;;;;;;;;;;;;;
3,463;0,45;0,80;0,17;1,14;-0,11;;;;;;;;;;;;;
3,464;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,465;0,45;0,80;0,17;1,14;-0,11;;;;;;;;;;;;;
3,466;0,45;0,80;0,17;1,14;-0,11;;;;;;;;;;;;;
3,467;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,468;0,46;0,81;0,18;1,15;-0,10;;;;;;;;;;;;;
3,469;0,46;0,80;0,18;1,15;-0,10;;;;;;;;;;;;;
3,470;0,46;0,81;0,18;1,15;-0,10;;;;;;;;;;;;;
3,471;0,46;0,81;0,18;1,15;-0,10;;;;;;;;;;;;;
3,472;0,46;0,81;0,18;1,15;-0,10;;;;;;;;;;;;;
3,473;0,46;0,80;0,18;1,15;-0,10;;;;;;;;;;;;;
3,474;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,475;0,46;0,80;0,18;1,15;-0,10;;;;;;;;;;;;;
3,476;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,477;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,478;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,479;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,480;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,481;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,482;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,483;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,484;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,485;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,486;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,487;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,488;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,489;0,46;0,81;0,18;1,15;-0,10;;;;;;;;;;;;;
3,490;0,47;0,81;0,19;1,15;-0,09;;;;;;;;;;;;;
3,491;0,47;0,81;0,19;1,15;-0,09;;;;;;;;;;;;;
3,492;0,47;0,81;0,19;1,15;-0,09;;;;;;;;;;;;;
3,493;0,47;0,81;0,19;1,15;-0,10;;;;;;;;;;;;;
3,494;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,495;0,47;0,81;0,18;1,15;-0,10;;;;;;;;;;;;;
3,496;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,497;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,498;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,499;0,47;0,81;0,19;1,15;-0,09;;;;;;;;;;;;;
3,500;0,46;0,80;0,18;1,14;-0,10;;;;;;;;;;;;;
3,501;0,47;0,81;0,19;1,15;-0,09;;;;;;;;;;;;;
3,502;0,47;0,81;0,19;1,15;-0,09;;;;;;;;;;;;;
3,503;0,48;0,82;0,20;1,16;-0,08;;;;;;;;;;;;;
3,504;0,48;0,82;0,20;1,17;-0,08;;;;;;;;;;;;;
3,505;0,49;0,83;0,21;1,17;-0,08;;;;;;;;;;;;;
3,506;0,49;0,83;0,20;1,17;-0,08;;;;;;;;;;;;;
3,507;0,49;0,83;0,20;1,17;-0,08;;;;;;;;;;;;;
3,508;0,49;0,83;0,20;1,17;-0,08;;;;;;;;;;;;;
3,509;0,49;0,83;0,21;1,17;-0,08;;;;;;;;;;;;;
3,510;0,49;0,83;0,21;1,17;-0,08;;;;;;;;;;;;;
3,511;0,49;0,83;0,21;1,17;-0,07;;;;;;;;;;;;;
3,512;0,49;0,83;0,21;1,17;-0,08;;;;;;;;;;;;;
3,513;0,49;0,83;0,21;1,17;-0,08;;;;;;;;;;;;;
3,514;0,49;0,83;0,21;1,17;-0,08;;;;;;;;;;;;;
3,515;0,49;0,83;0,20;1,17;-0,08;;;;;;;;;;;;;
3,516;0,49;0,83;0,20;1,17;-0,08;;;;;;;;;;;;;
3,517;0,49;0,83;0,21;1,17;-0,08;;;;;;;;;;;;;
3,518;0,49;0,83;0,21;1,17;-0,08;;;;;;;;;;;;;
3,519;0,49;0,83;0,21;1,17;-0,08;;;;;;;;;;;;;
3,520;0,49;0,83;0,21;1,17;-0,08;;;;;;;;;;;;;
3,521;0,49;0,83;0,20;1,17;-0,08;;;;;;;;;;;;;
3,522;0,49;0,82;0,20;1,16;-0,08;;;;;;;;;;;;;
3,523;0,49;0,83;0,20;1,17;-0,08;;;;;;;;;;;;;
3,524;0,49;0,83;0,20;1,16;-0,08;;;;;;;;;;;;;
3,525;0,49;0,83;0,21;1,17;-0,08;;;;;;;;;;;;;
3,526;0,49;0,83;0,21;1,17;-0,07;;;;;;;;;;;;;
3,527;0,49;0,83;0,20;1,16;-0,08;;;;;;;;;;;;;
3,528;0,49;0,83;0,21;1,17;-0,08;;;;;;;;;;;;;
3,529;0,50;0,84;0,21;1,18;-0,07;;;;;;;;;;;;;
3,530;0,50;0,84;0,21;1,18;-0,07;;;;;;;;;;;;;
3,531;0,50;0,84;0,21;1,18;-0,07;;;;;;;;;;;;;
3,532;0,50;0,84;0,22;1,18;-0,07;;;;;;;;;;;;;
3,533;0,50;0,84;0,22;1,18;-0,07;;;;;;;;;;;;;
3,534;0,50;0,84;0,22;1,18;-0,07;;;;;;;;;;;;;
3,535;0,50;0,84;0,22;1,18;-0,07;;;;;;;;;;;;;
3,536;0,50;0,84;0,22;1,18;-0,07;;;;;;;;;;;;;
3,537;0,50;0,84;0,22;1,18;-0,07;;;;;;;;;;;;;
3,538;0,51;0,85;0,22;1,19;-0,06;;;;;;;;;;;;;
3,539;0,51;0,85;0,22;1,19;-0,06;;;;;;;;;;;;;
3,540;0,51;0,85;0,22;1,19;-0,06;;;;;;;;;;;;;
3,541;0,51;0,85;0,22;1,19;-0,06;;;;;;;;;;;;;
3,542;0,51;0,85;0,22;1,19;-0,06;;;;;;;;;;;;;
3,543;0,50;0,84;0,22;1,18;-0,06;;;;;;;;;;;;;
3,544;0,50;0,84;0,22;1,18;-0,07;;;;;;;;;;;;;
3,545;0,50;0,84;0,22;1,18;-0,07;;;;;;;;;;;;;
3,546;0,50;0,84;0,22;1,18;-0,07;;;;;;;;;;;;;
3,547;0,51;0,84;0,22;1,18;-0,06;;;;;;;;;;;;;
3,548;0,51;0,85;0,22;1,18;-0,06;;;;;;;;;;;;;
3,549;0,51;0,85;0,22;1,18;-0,06;;;;;;;;;;;;;
3,550;0,51;0,85;0,23;1,19;-0,06;;;;;;;;;;;;;
3,551;0,51;0,85;0,23;1,19;-0,06;;;;;;;;;;;;;
3,552;0,51;0,85;0,23;1,19;-0,06;;;;;;;;;;;;;
3,553;0,51;0,85;0,23;1,19;-0,06;;;;;;;;;;;;;
3,554;0,51;0,85;0,23;1,19;-0,05;;;;;;;;;;;;;
3,555;0,52;0,85;0,23;1,19;-0,05;;;;;;;;;;;;;
3,556;0,52;0,86;0,24;1,20;-0,05;;;;;;;;;;;;;
3,557;0,52;0,86;0,24;1,20;-0,05;;;;;;;;;;;;;
3,558;0,52;0,86;0,24;1,20;-0,05;;;;;;;;;;;;;
3,559;0,52;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,560;0,52;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,561;0,53;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,562;0,53;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,563;0,53;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,564;0,53;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,565;0,53;0,87;0,25;1,20;-0,04;;;;;;;;;;;;;
3,566;0,53;0,87;0,25;1,21;-0,04;;;;;;;;;;;;;
3,567;0,53;0,87;0,25;1,21;-0,04;;;;;;;;;;;;;
3,568;0,53;0,87;0,25;1,21;-0,04;;;;;;;;;;;;;
3,569;0,53;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,570;0,53;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,571;0,52;0,86;0,24;1,19;-0,04;;;;;;;;;;;;;
3,572;0,52;0,85;0,24;1,19;-0,05;;;;;;;;;;;;;
3,573;0,52;0,86;0,24;1,19;-0,04;;;;;;;;;;;;;
3,574;0,53;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,575;0,53;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,576;0,53;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,577;0,53;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,578;0,53;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,579;0,53;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,580;0,53;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,581;0,53;0,87;0,25;1,20;-0,04;;;;;;;;;;;;;
3,582;0,53;0,87;0,25;1,20;-0,03;;;;;;;;;;;;;
3,583;0,53;0,87;0,25;1,20;-0,03;;;;;;;;;;;;;
3,584;0,53;0,87;0,25;1,20;-0,04;;;;;;;;;;;;;
3,585;0,53;0,87;0,25;1,20;-0,04;;;;;;;;;;;;;
3,586;0,53;0,87;0,25;1,20;-0,04;;;;;;;;;;;;;
3,587;0,53;0,87;0,25;1,20;-0,04;;;;;;;;;;;;;
3,588;0,53;0,87;0,25;1,20;-0,04;;;;;;;;;;;;;
3,589;0,53;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,590;0,53;0,86;0,25;1,20;-0,04;;;;;;;;;;;;;
3,591;0,53;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,592;0,53;0,86;0,25;1,20;-0,04;;;;;;;;;;;;;
3,593;0,53;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,594;0,53;0,86;0,24;1,19;-0,04;;;;;;;;;;;;;
3,595;0,53;0,86;0,24;1,19;-0,04;;;;;;;;;;;;;
3,596;0,53;0,86;0,24;1,20;-0,04;;;;;;;;;;;;;
3,597;0,53;0,86;0,24;1,19;-0,04;;;;;;;;;;;;;
3,598;0,53;0,86;0,25;1,19;-0,04;;;;;;;;;;;;;
3,599;0,53;0,86;0,25;1,19;-0,04;;;;;;;;;;;;;
3,600;0,54;0,87;0,25;1,20;-0,03;;;;;;;;;;;;;
3,601;0,54;0,87;0,26;1,21;-0,03;;;;;;;;;;;;;
3,602;0,54;0,88;0,26;1,21;-0,02;;;;;;;;;;;;;
3,603;0,54;0,88;0,26;1,21;-0,02;;;;;;;;;;;;;
3,604;0,54;0,88;0,26;1,21;-0,02;;;;;;;;;;;;;
3,605;0,54;0,88;0,26;1,21;-0,02;;;;;;;;;;;;;
3,606;0,54;0,87;0,26;1,21;-0,03;;;;;;;;;;;;;
3,607;0,54;0,88;0,26;1,21;-0,02;;;;;;;;;;;;;
3,608;0,55;0,88;0,26;1,21;-0,02;;;;;;;;;;;;;
3,609;0,55;0,88;0,26;1,22;-0,02;;;;;;;;;;;;;
3,610;0,55;0,88;0,27;1,22;-0,02;;;;;;;;;;;;;
3,611;0,55;0,89;0,27;1,22;-0,02;;;;;;;;;;;;;
3,612;0,55;0,89;0,27;1,22;-0,02;;;;;;;;;;;;;
3,613;0,55;0,89;0,27;1,22;-0,02;;;;;;;;;;;;;
3,614;0,55;0,89;0,27;1,22;-0,02;;;;;;;;;;;;;
3,615;0,56;0,89;0,27;1,22;-0,02;;;;;;;;;;;;;
3,616;0,56;0,89;0,27;1,22;-0,02;;;;;;;;;;;;;
3,617;0,56;0,89;0,27;1,22;-0,02;;;;;;;;;;;;;
3,618;0,56;0,89;0,27;1,22;-0,01;;;;;;;;;;;;;
3,619;0,56;0,89;0,27;1,23;-0,01;;;;;;;;;;;;;
3,620;0,56;0,89;0,27;1,23;-0,01;;;;;;;;;;;;;
3,621;0,56;0,90;0,28;1,23;-0,01;;;;;;;;;;;;;
3,622;0,57;0,90;0,28;1,24;-0,01;;;;;;;;;;;;;
3,623;0,57;0,90;0,28;1,24;-0,01;;;;;;;;;;;;;
3,624;0,57;0,91;0,29;1,24;0,00;;;;;;;;;;;;;
3,625;0,57;0,91;0,29;1,24;0,00;;;;;;;;;;;;;
3,626;0,57;0,91;0,28;1,24;0,00;;;;;;;;;;;;;
3,627;0,57;0,90;0,28;1,24;-0,01;;;;;;;;;;;;;
3,628;0,57;0,90;0,28;1,24;-0,01;;;;;;;;;;;;;
3,629;0,57;0,90;0,28;1,24;-0,01;;;;;;;;;;;;;
3,630;0,57;0,90;0,28;1,23;-0,01;;;;;;;;;;;;;
3,631;0,56;0,90;0,28;1,23;-0,01;;;;;;;;;;;;;
3,632;0,56;0,90;0,28;1,23;-0,01;;;;;;;;;;;;;
3,633;0,56;0,89;0,27;1,23;-0,01;;;;;;;;;;;;;
3,634;0,55;0,89;0,27;1,22;-0,02;;;;;;;;;;;;;
3,635;0,55;0,88;0,26;1,22;-0,02;;;;;;;;;;;;;
3,636;0,55;0,88;0,26;1,21;-0,03;;;;;;;;;;;;;
3,637;0,55;0,88;0,26;1,21;-0,03;;;;;;;;;;;;;
3,638;0,55;0,88;0,26;1,21;-0,03;;;;;;;;;;;;;
3,639;0,55;0,88;0,26;1,21;-0,03;;;;;;;;;;;;;
3,640;0,55;0,88;0,26;1,21;-0,03;;;;;;;;;;;;;
3,641;0,54;0,87;0,26;1,20;-0,03;;;;;;;;;;;;;
3,642;0,54;0,87;0,25;1,20;-0,03;;;;;;;;;;;;;
3,643;0,54;0,87;0,25;1,20;-0,03;;;;;;;;;;;;;
3,644;0,54;0,87;0,25;1,19;-0,03;;;;;;;;;;;;;
3,645;0,54;0,86;0,25;1,19;-0,04;;;;;;;;;;;;;
3,646;0,54;0,86;0,25;1,19;-0,04;;;;;;;;;;;;;
3,647;0,53;0,86;0,25;1,19;-0,04;;;;;;;;;;;;;
3,648;0,54;0,87;0,25;1,19;-0,04;;;;;;;;;;;;;
3,649;0,54;0,87;0,25;1,20;-0,03;;;;;;;;;;;;;
3,650;0,54;0,87;0,26;1,20;-0,03;;;;;;;;;;;;;
3,651;0,54;0,87;0,26;1,20;-0,03;;;;;;;;;;;;;
3,652;0,54;0,87;0,25;1,19;-0,03;;;;;;;;;;;;;
3,653;0,54;0,87;0,26;1,20;-0,03;;;;;;;;;;;;;
3,654;0,54;0,87;0,26;1,20;-0,03;;;;;;;;;;;;;
3,655;0,54;0,87;0,26;1,20;-0,03;;;;;;;;;;;;;
3,656;0,54;0,87;0,25;1,20;-0,03;;;;;;;;;;;;;
3,657;0,54;0,87;0,25;1,19;-0,03;;;;;;;;;;;;;
3,658;0,54;0,87;0,25;1,20;-0,03;;;;;;;;;;;;;
3,659;0,54;0,87;0,26;1,20;-0,03;;;;;;;;;;;;;
3,660;0,54;0,87;0,26;1,20;-0,03;;;;;;;;;;;;;
3,661;0,54;0,87;0,26;1,20;-0,03;;;;;;;;;;;;;
3,662;0,55;0,88;0,26;1,21;-0,03;;;;;;;;;;;;;
3,663;0,55;0,88;0,26;1,21;-0,03;;;;;;;;;;;;;
3,664;0,55;0,88;0,26;1,20;-0,03;;;;;;;;;;;;;
3,665;0,55;0,88;0,26;1,20;-0,03;;;;;;;;;;;;;
3,666;0,55;0,88;0,26;1,20;-0,02;;;;;;;;;;;;;
3,667;0,55;0,88;0,26;1,20;-0,03;;;;;;;;;;;;;
3,668;0,55;0,87;0,26;1,20;-0,03;;;;;;;;;;;;;
3,669;0,55;0,88;0,26;1,21;-0,02;;;;;;;;;;;;;
3,670;0,56;0,88;0,27;1,21;-0,02;;;;;;;;;;;;;
3,671;0,56;0,89;0,27;1,21;-0,02;;;;;;;;;;;;;
3,672;0,56;0,89;0,27;1,22;-0,02;;;;;;;;;;;;;
3,673;0,56;0,89;0,28;1,22;-0,01;;;;;;;;;;;;;
3,674;0,56;0,89;0,28;1,22;-0,01;;;;;;;;;;;;;
3,675;0,57;0,90;0,28;1,22;-0,01;;;;;;;;;;;;;
3,676;0,57;0,90;0,28;1,23;-0,01;;;;;;;;;;;;;
3,677;0,57;0,90;0,28;1,23;-0,01;;;;;;;;;;;;;
3,678;0,57;0,90;0,28;1,22;-0,01;;;;;;;;;;;;;
3,679;0,57;0,90;0,28;1,22;-0,01;;;;;;;;;;;;;
3,680;0,57;0,90;0,28;1,23;-0,01;;;;;;;;;;;;;
3,681;0,57;0,90;0,28;1,23;-0,01;;;;;;;;;;;;;
3,682;0,58;0,90;0,29;1,23;0,00;;;;;;;;;;;;;
3,683;0,58;0,91;0,29;1,23;0,00;;;;;;;;;;;;;
3,684;0,58;0,91;0,29;1,24;0,00;;;;;;;;;;;;;
3,685;0,58;0,91;0,29;1,23;0,00;;;;;;;;;;;;;
3,686;0,58;0,91;0,29;1,24;0,00;;;;;;;;;;;;;
3,687;0,58;0,91;0,29;1,24;0,00;;;;;;;;;;;;;
3,688;0,59;0,91;0,29;1,24;0,00;;;;;;;;;;;;;
3,689;0,59;0,91;0,30;1,24;0,00;;;;;;;;;;;;;
3,690;0,59;0,91;0,29;1,24;0,00;;;;;;;;;;;;;
3,691;0,59;0,91;0,29;1,24;0,00;;;;;;;;;;;;;
3,692;0,59;0,91;0,29;1,24;0,00;;;;;;;;;;;;;
3,693;0,59;0,91;0,30;1,24;0,00;;;;;;;;;;;;;
3,694;0,59;0,92;0,30;1,24;0,01;;;;;;;;;;;;;
3,695;0,59;0,92;0,30;1,25;0,01;;;;;;;;;;;;;
3,696;0,59;0,92;0,30;1,25;0,01;;;;;;;;;;;;;
3,697;0,59;0,92;0,30;1,25;0,01;;;;;;;;;;;;;
3,698;0,59;0,92;0,30;1,25;0,01;;;;;;;;;;;;;
3,699;0,60;0,93;0,31;1,25;0,02;;;;;;;;;;;;;
3,700;0,60;0,93;0,31;1,26;0,02;;;;;;;;;;;;;
3,701;0,60;0,93;0,31;1,26;0,02;;;;;;;;;;;;;
3,702;0,60;0,93;0,31;1,26;0,02;;;;;;;;;;;;;
3,703;0,60;0,93;0,31;1,26;0,02;;;;;;;;;;;;;
3,704;0,61;0,93;0,32;1,26;0,02;;;;;;;;;;;;;
3,705;0,61;0,93;0,32;1,26;0,02;;;;;;;;;;;;;
3,706;0,61;0,93;0,32;1,26;0,02;;;;;;;;;;;;;
3,707;0,61;0,94;0,32;1,26;0,03;;;;;;;;;;;;;
3,708;0,61;0,94;0,32;1,26;0,03;;;;;;;;;;;;;
3,709;0,61;0,94;0,32;1,26;0,03;;;;;;;;;;;;;
3,710;0,62;0,94;0,32;1,27;0,03;;;;;;;;;;;;;
3,711;0,62;0,94;0,32;1,27;0,03;;;;;;;;;;;;;
3,712;0,62;0,94;0,32;1,27;0,03;;;;;;;;;;;;;
3,713;0,62;0,94;0,33;1,27;0,03;;;;;;;;;;;;;
3,714;0,62;0,95;0,33;1,27;0,04;;;;;;;;;;;;;
3,715;0,63;0,95;0,33;1,28;0,04;;;;;;;;;;;;;
3,716;0,63;0,95;0,33;1,28;0,04;;;;;;;;;;;;;
3,717;0,63;0,96;0,34;1,28;0,04;;;;;;;;;;;;;
3,718;0,63;0,96;0,34;1,28;0,04;;;;;;;;;;;;;
3,719;0,63;0,96;0,34;1,28;0,04;;;;;;;;;;;;;
3,720;0,63;0,96;0,34;1,28;0,04;;;;;;;;;;;;;
3,721;0,63;0,96;0,34;1,29;0,05;;;;;;;;;;;;;
3,722;0,64;0,96;0,34;1,29;0,05;;;;;;;;;;;;;
3,723;0,64;0,97;0,35;1,29;0,05;;;;;;;;;;;;;
3,724;0,64;0,97;0,35;1,29;0,05;;;;;;;;;;;;;
3,725;0,64;0,97;0,35;1,29;0,05;;;;;;;;;;;;;
3,726;0,64;0,97;0,35;1,29;0,05;;;;;;;;;;;;;
3,727;0,64;0,96;0,35;1,29;0,05;;;;;;;;;;;;;
3,728;0,64;0,97;0,35;1,29;0,05;;;;;;;;;;;;;
3,729;0,64;0,97;0,35;1,29;0,06;;;;;;;;;;;;;
3,730;0,64;0,97;0,35;1,29;0,05;;;;;;;;;;;;;
3,731;0,64;0,96;0,34;1,29;0,05;;;;;;;;;;;;;
3,732;0,64;0,97;0,35;1,29;0,05;;;;;;;;;;;;;
3,733;0,65;0,97;0,35;1,29;0,06;;;;;;;;;;;;;
3,734;0,65;0,97;0,35;1,30;0,06;;;;;;;;;;;;;
3,735;0,65;0,97;0,35;1,29;0,06;;;;;;;;;;;;;
3,736;0,64;0,97;0,35;1,29;0,06;;;;;;;;;;;;;
3,737;0,65;0,97;0,36;1,30;0,06;;;;;;;;;;;;;
3,738;0,65;0,98;0,36;1,30;0,06;;;;;;;;;;;;;
3,739;0,65;0,98;0,36;1,30;0,06;;;;;;;;;;;;;
3,740;0,66;0,98;0,36;1,30;0,07;;;;;;;;;;;;;
3,741;0,66;0,98;0,36;1,30;0,07;;;;;;;;;;;;;
3,742;0,66;0,98;0,36;1,31;0,07;;;;;;;;;;;;;
3,743;0,66;0,98;0,37;1,31;0,07;;;;;;;;;;;;;
3,744;0,66;0,99;0,37;1,31;0,07;;;;;;;;;;;;;
3,745;0,67;0,99;0,37;1,32;0,08;;;;;;;;;;;;;
3,746;0,67;1,00;0,38;1,32;0,08;;;;;;;;;;;;;
3,747;0,68;1,00;0,38;1,33;0,09;;;;;;;;;;;;;
3,748;0,68;1,01;0,39;1,33;0,09;;;;;;;;;;;;;
3,749;0,68;1,01;0,39;1,33;0,09;;;;;;;;;;;;;
3,750;0,68;1,01;0,39;1,33;0,09;;;;;;;;;;;;;
3,751;0,68;1,00;0,38;1,33;0,09;;;;;;;;;;;;;
3,752;0,68;1,00;0,38;1,33;0,09;;;;;;;;;;;;;
3,753;0,68;1,00;0,38;1,33;0,09;;;;;;;;;;;;;
3,754;0,68;1,00;0,38;1,33;0,08;;;;;;;;;;;;;
3,755;0,68;1,00;0,38;1,33;0,08;;;;;;;;;;;;;
3,756;0,68;1,00;0,38;1,32;0,08;;;;;;;;;;;;;
3,757;0,68;1,00;0,38;1,33;0,08;;;;;;;;;;;;;
3,758;0,68;1,00;0,38;1,32;0,08;;;;;;;;;;;;;
3,759;0,68;1,00;0,38;1,32;0,08;;;;;;;;;;;;;
3,760;0,68;1,00;0,38;1,33;0,08;;;;;;;;;;;;;
3,761;0,68;1,01;0,39;1,33;0,09;;;;;;;;;;;;;
3,762;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
3,763;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
3,764;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
3,765;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
3,766;0,69;1,02;0,39;1,34;0,10;;;;;;;;;;;;;
3,767;0,69;1,02;0,39;1,34;0,10;;;;;;;;;;;;;
3,768;0,69;1,02;0,39;1,34;0,10;;;;;;;;;;;;;
3,769;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
3,770;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
3,771;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
3,772;0,69;1,02;0,39;1,34;0,10;;;;;;;;;;;;;
3,773;0,69;1,02;0,39;1,34;0,09;;;;;;;;;;;;;
3,774;0,69;1,02;0,39;1,34;0,09;;;;;;;;;;;;;
3,775;0,69;1,02;0,39;1,34;0,10;;;;;;;;;;;;;
3,776;0,69;1,02;0,40;1,34;0,10;;;;;;;;;;;;;
3,777;0,69;1,02;0,40;1,34;0,10;;;;;;;;;;;;;
3,778;0,69;1,02;0,39;1,34;0,10;;;;;;;;;;;;;
3,779;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
3,780;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
3,781;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
3,782;0,69;1,02;0,39;1,34;0,09;;;;;;;;;;;;;
3,783;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
3,784;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
3,785;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
3,786;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
3,787;0,69;1,02;0,39;1,34;0,09;;;;;;;;;;;;;
3,788;0,69;1,02;0,39;1,34;0,10;;;;;;;;;;;;;
3,789;0,69;1,02;0,39;1,34;0,10;;;;;;;;;;;;;
3,790;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
3,791;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
3,792;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
3,793;0,69;1,01;0,39;1,34;0,09;;;;;;;;;;;;;
